Osoba,God,NM_Spol,StepenObrazovanja,PrethodnoIskustvo,Naocale,Sluh,Ruka,Emocije,Lokacija,Guzva,Buka,Osvjetljeno,Brand,Video,Rezolucija,CTU,CRF,bitrate,QP,velicinaDatotekeMB,P1,P2,P3.1,P3.2,P3.3,P3.4,P3.5,P3.6,P3.7,P3_AVG,P4.1,P4.2,P4.3,P4.4,P4.5,P4.6,P4.7,P4_AVG,Dan,Mjesec,Godina,Tip_dana,Dio_dana
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,1,1,3147.17,24.47,17.0,3,4,3,3,3,4,4.0,3,4,3.4285714285714306,5,4,5,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,1,2,741.29,34.67,4.0,3,4,3,3,4,4,5.0,4,3,3.71428571428571,4,5,5,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,1,3,113.94,44.94,0.6459999999999999,4,4,4,4,4,4,4.0,5,4,4.142857142857141,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,2,1,3181.04,24.41,17.2,3,4,4,4,4,4,4.0,3,4,3.85714285714286,4,5,5,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,2,2,735.54,34.48,4.0,3,4,4,4,4,4,4.0,4,4,4.0,4,5,5,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,2,3,90.11,44.73,0.6459999999999999,3,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,3,1,3249.84,24.3,17.5,4,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,3,2,737.3,34.29,4.0,4,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,1,3,3,84.98,44.44,0.512,4,3,3,4,4,4,4.0,4,4,3.85714285714286,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,1,1,6267.52,24.45,33.7,3,3,3,3,2,4,4.0,4,2,3.14285714285714,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,1,2,1590.22,34.75,8.6,3,3,3,3,4,4,4.0,4,2,3.4285714285714306,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,1,3,253.27,44.95,1.4,4,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,2,1,6277.28,24.25,33.8,4,4,4,4,4,4,4.0,3,3,3.71428571428571,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,2,2,1547.69,34.52,4.8,3,3,4,4,4,4,4.0,4,2,3.71428571428571,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,2,3,209.99,44.77,1.2,4,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,3,1,6380.62,24.16,34.4,3,3,3,3,3,3,3.0,4,2,3.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,3,2,1541.76,34.36,8.3,4,4,3,3,3,4,4.0,3,3,3.28571428571429,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,2,3,3,195.61,44.5,1.1,4,4,4,4,4,4,4.0,4,4,4.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,1,1,7953.69,24.44,42.8,3,3,3,3,4,4,3.0,3,2,3.14285714285714,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,1,2,2057.04,34.79,11.1,4,3,4,3,4,4,3.0,3,3,3.4285714285714306,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,1,3,347.13,44.97,1.9,4,4,4,4,3,4,3.0,4,3,3.5714285714285694,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,2,1,7942.72,24.25,42.7,3,3,3,3,4,3,3.0,3,3,3.14285714285714,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,2,2,1989.12,34.54,10.8,2,3,2,2,3,2,3.0,3,2,2.42857142857143,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,2,3,286.25,44.76,1.6,4,3,3,3,3,2,3.0,3,4,3.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,3,1,8070.08,24.3,43.4,3,3,3,3,3,3,3.0,4,2,3.0,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,3,2,1975.38,34.55,10.7,5,5,4,5,5,3,4.0,5,4,4.28571428571429,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
1,48,1,3,4,1,2,2,1,1,2,2,5,1,1,3,3,3,267.48,44.71,1.5,5,5,4,5,5,5,5.0,5,5,4.85714285714286,5,5,4,4,4,5,5.0,4.57142857142857,4,5,2017,weekday,evening
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,1,1,3147.17,24.47,17.0,3,3,3,3,3,3,4.0,4,3,3.28571428571429,3,5,4,5,5,5,5.0,4.57142857142857,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,1,2,741.29,34.67,4.0,2,3,2,3,3,3,2.0,3,2,2.57142857142857,4,5,5,5,5,5,5.0,4.85714285714286,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,1,3,113.94,44.94,0.6459999999999999,1,1,1,2,2,2,2.0,3,2,2.0,4,5,5,5,5,5,5.0,4.85714285714286,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,2,1,3181.04,24.41,17.2,3,3,3,3,3,3,4.0,3,4,3.28571428571429,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,2,2,735.54,34.48,4.0,3,3,3,3,3,3,3.0,3,3,3.0,4,5,4,5,5,5,5.0,4.71428571428571,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,2,3,90.11,44.73,0.6459999999999999,2,2,2,2,3,2,3.0,3,2,2.42857142857143,4,5,5,5,5,5,5.0,4.85714285714286,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,3,1,3249.84,24.3,17.5,4,3,4,4,3,3,4.0,4,3,3.5714285714285694,5,4,4,5,5,5,5.0,4.71428571428571,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,3,2,737.3,34.29,4.0,3,3,3,3,3,3,3.0,3,2,2.85714285714286,4,4,4,4,4,5,5.0,4.28571428571429,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,1,3,3,84.98,44.44,0.512,1,2,2,2,2,2,2.0,2,1,1.85714285714286,5,5,3,3,5,3,5.0,4.142857142857141,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,1,1,6267.52,24.45,33.7,4,4,4,5,5,4,4.0,5,4,4.42857142857143,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,1,2,1590.22,34.75,8.6,3,3,3,2,3,3,3.0,3,3,2.85714285714286,4,4,5,5,5,5,5.0,4.71428571428571,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,1,3,253.27,44.95,1.4,2,3,2,2,2,3,2.0,3,2,2.28571428571429,4,4,4,4,4,4,5.0,4.142857142857141,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,2,1,6277.28,24.25,33.8,4,4,4,4,5,4,4.0,4,4,4.142857142857141,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,2,2,1547.69,34.52,4.8,3,3,3,3,4,3,4.0,4,3,3.4285714285714306,4,4,4,5,5,5,5.0,4.57142857142857,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,2,3,209.99,44.77,1.2,2,2,2,3,3,3,2.0,3,1,2.42857142857143,4,4,4,4,4,4,5.0,4.142857142857141,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,3,1,6380.62,24.16,34.4,2,2,2,3,3,3,3.0,3,1,2.57142857142857,3,3,3,3,3,3,5.0,3.28571428571429,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,3,2,1541.76,34.36,8.3,3,3,3,4,4,4,4.0,4,3,3.71428571428571,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,2,3,3,195.61,44.5,1.1,2,2,2,3,3,3,2.0,3,1,2.42857142857143,5,5,3,5,5,4,5.0,4.57142857142857,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,1,1,7953.69,24.44,42.8,3,3,3,4,4,3,3.0,4,3,3.4285714285714306,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,1,2,2057.04,34.79,11.1,4,3,4,4,4,3,4.0,4,4,3.85714285714286,4,4,4,5,4,5,5.0,4.42857142857143,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,1,3,347.13,44.97,1.9,3,2,2,3,3,3,3.0,3,2,2.71428571428571,4,4,4,4,5,5,5.0,4.42857142857143,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,2,1,7942.72,24.25,42.7,4,4,4,5,5,4,4.0,5,4,4.42857142857143,5,5,5,5,5,5,5.0,5.0,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,2,2,1989.12,34.54,10.8,2,2,2,4,4,3,3.0,4,1,3.0,3,3,3,3,3,3,5.0,3.28571428571429,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,2,3,286.25,44.76,1.6,3,3,3,3,3,3,3.0,3,2,2.85714285714286,3,3,3,3,3,3,5.0,3.28571428571429,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,3,1,8070.08,24.3,43.4,1,1,1,4,4,3,2.0,4,2,2.85714285714286,4,4,4,4,4,4,5.0,4.142857142857141,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,3,2,1975.38,34.55,10.7,3,3,2,4,4,3,3.0,4,3,3.28571428571429,4,5,4,5,5,5,5.0,4.71428571428571,5,5,2017,weekday,afternoon
2,23,2,2,6,1,2,2,1,3,4,4,5,1,1,3,3,3,267.48,44.71,1.5,2,2,2,4,4,3,3.0,4,2,3.14285714285714,4,4,4,4,4,4,5.0,4.142857142857141,5,5,2017,weekday,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,1,1,3147.17,24.47,17.0,3,3,4,4,4,5,4.0,4,4,4.142857142857141,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,1,2,741.29,34.67,4.0,3,3,3,4,4,4,4.0,3,3,3.5714285714285694,5,5,4,5,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,1,3,113.94,44.94,0.6459999999999999,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,2,1,3181.04,24.41,17.2,4,4,4,5,4,4,5.0,5,4,4.42857142857143,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,2,2,735.54,34.48,4.0,3,2,3,4,3,4,4.0,4,4,3.71428571428571,5,5,5,4,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,2,3,90.11,44.73,0.6459999999999999,3,3,3,4,4,4,4.0,3,3,3.5714285714285694,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,3,1,3249.84,24.3,17.5,4,5,5,5,4,4,4.0,4,4,4.28571428571429,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,3,2,737.3,34.29,4.0,4,4,4,4,4,4,4.0,3,3,3.71428571428571,4,4,5,5,5,5,5.0,4.71428571428571,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,1,3,3,84.98,44.44,0.512,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,1,1,6267.52,24.45,33.7,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,4.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,1,2,1590.22,34.75,8.6,4,4,4,4,4,4,4.0,4,4,4.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,1,3,253.27,44.95,1.4,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,2,1,6277.28,24.25,33.8,5,5,5,5,5,5,5.0,5,4,4.85714285714286,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,2,2,1547.69,34.52,4.8,4,5,4,5,4,4,4.0,4,4,4.142857142857141,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,2,3,209.99,44.77,1.2,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,3,1,6380.62,24.16,34.4,3,3,3,4,3,3,3.0,3,3,3.14285714285714,5,5,4,4,4,5,5.0,4.57142857142857,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,3,2,1541.76,34.36,8.3,4,4,4,4,4,4,4.0,4,4,4.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,2,3,3,195.61,44.5,1.1,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,1,1,7953.69,24.44,42.8,4,4,4,4,4,4,4.0,3,3,3.71428571428571,5,5,4,5,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,1,2,2057.04,34.79,11.1,4,4,4,5,5,5,5.0,5,4,4.71428571428571,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,1,3,347.13,44.97,1.9,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,2,1,7942.72,24.25,42.7,5,5,5,5,5,5,5.0,5,4,4.85714285714286,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,2,2,1989.12,34.54,10.8,4,4,4,5,5,5,5.0,5,3,4.57142857142857,5,5,4,5,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,2,3,286.25,44.76,1.6,5,5,5,5,5,4,5.0,5,5,4.85714285714286,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,3,1,8070.08,24.3,43.4,3,3,3,5,5,4,4.0,4,4,4.142857142857141,5,5,4,5,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,3,2,1975.38,34.55,10.7,3,3,3,4,4,4,4.0,4,3,3.71428571428571,5,5,4,5,5,5,5.0,4.85714285714286,6,5,2017,weekend,afternoon
3,50,2,1,2,1,2,2,1,1,2,1,4,1,1,3,3,3,267.48,44.71,1.5,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,6,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,1,1,3147.17,24.47,17.0,3,3,3,5,5,4,5.0,4,3,4.142857142857141,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,1,2,741.29,34.67,4.0,2,3,3,5,5,4,4.0,5,2,4.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,1,3,113.94,44.94,0.6459999999999999,3,3,4,5,5,5,5.0,5,3,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,2,1,3181.04,24.41,17.2,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,2,2,735.54,34.48,4.0,3,3,3,5,5,5,3.0,5,3,4.142857142857141,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,2,3,90.11,44.73,0.6459999999999999,4,4,4,5,5,5,5.0,5,4,4.71428571428571,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,3,1,3249.84,24.3,17.5,3,3,4,5,5,5,3.0,5,3,4.28571428571429,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,3,2,737.3,34.29,4.0,3,3,3,5,5,5,3.0,5,3,4.142857142857141,5,5,4,5,5,5,5.0,4.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,1,3,3,84.98,44.44,0.512,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,4,4,5,5,5.0,4.71428571428571,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,1,1,6267.52,24.45,33.7,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,1,2,1590.22,34.75,8.6,3,2,4,4,5,5,2.0,5,2,3.85714285714286,5,4,4,4,4,5,5.0,4.42857142857143,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,1,3,253.27,44.95,1.4,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,2,1,6277.28,24.25,33.8,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,2,2,1547.69,34.52,4.8,2,2,2,5,5,5,2.0,5,2,3.71428571428571,5,5,5,5,5,4,5.0,4.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,2,3,209.99,44.77,1.2,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,3,1,6380.62,24.16,34.4,1,1,2,5,5,5,1.0,5,1,3.4285714285714306,5,5,1,1,1,2,5.0,2.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,3,2,1541.76,34.36,8.3,3,3,3,5,5,5,3.0,5,3,4.142857142857141,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,2,3,3,195.61,44.5,1.1,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,1,1,7953.69,24.44,42.8,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,1,2,2057.04,34.79,11.1,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,1,3,347.13,44.97,1.9,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,4,5,5,5,5.0,4.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,2,1,7942.72,24.25,42.7,4,4,4,5,5,5,4.0,5,4,4.57142857142857,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,2,2,1989.12,34.54,10.8,2,2,2,5,5,5,2.0,5,2,3.71428571428571,2,2,2,2,2,3,5.0,2.57142857142857,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,2,3,286.25,44.76,1.6,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,3,1,8070.08,24.3,43.4,4,4,4,4,5,5,4.0,5,4,4.42857142857143,5,5,4,5,5,5,5.0,4.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,3,2,1975.38,34.55,10.7,2,2,2,5,5,5,2.0,5,2,3.71428571428571,2,2,2,3,2,4,5.0,2.85714285714286,7,5,2017,weekend,afternoon
4,25,1,4,6,2,2,2,1,1,1,1,5,1,1,3,3,3,267.48,44.71,1.5,5,5,5,5,5,5,5.0,5,5,5.0,5,5,5,5,5,5,5.0,5.0,7,5,2017,weekend,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,1,1,3147.17,24.47,17.0,3,4,3,4,4,5,3.0,5,2,3.71428571428571,5,5,5,5,5,5,5.0,5.0,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,1,2,741.29,34.67,4.0,2,2,3,3,3,5,2.0,4,2,3.14285714285714,5,5,2,4,2,4,5.0,3.85714285714286,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,1,3,113.94,44.94,0.6459999999999999,2,2,2,3,2,5,4.0,3,3,3.14285714285714,5,5,4,5,4,5,5.0,4.71428571428571,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,2,1,3181.04,24.41,17.2,4,4,4,4,5,4,4.0,4,4,4.142857142857141,5,5,5,5,5,5,5.0,5.0,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,2,2,735.54,34.48,4.0,4,3,3,3,2,4,3.0,4,3,3.14285714285714,5,5,4,4,4,4,5.0,4.42857142857143,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,2,3,90.11,44.73,0.6459999999999999,2,1,2,3,2,5,4.0,4,2,3.14285714285714,5,5,3,3,3,3,5.0,3.85714285714286,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,3,1,3249.84,24.3,17.5,4,4,4,5,4,5,5.0,4,3,4.28571428571429,5,5,4,4,4,4,5.0,4.42857142857143,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,3,2,737.3,34.29,4.0,3,3,3,4,4,5,4.0,4,3,3.85714285714286,5,5,4,4,4,5,5.0,4.57142857142857,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,1,3,3,84.98,44.44,0.512,2,2,2,3,2,5,4.0,4,3,3.28571428571429,5,5,3,5,4,5,5.0,4.57142857142857,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,2,1,1,6267.52,24.45,33.7,4,4,4,5,4,5,5.0,4,4,4.42857142857143,5,5,5,5,5,5,5.0,5.0,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,2,1,2,1590.22,34.75,8.6,2,2,2,3,3,5,4.0,4,2,3.28571428571429,5,5,2,4,2,3,5.0,3.71428571428571,9,5,2017,weekday,afternoon
5,24,1,2,5,2,2,2,1,3,4,4,5,1,1,2,1,3,253.27,44.95,1.4,2,2,2,3,2,5,3.0,3,2,2.85714285714286,5,5,3,5,3,4,5.0,4.28571428571429,9,5,2017,weekday,afternoon
